market,month,year,quantity,priceMin,priceMax,priceMod,state,city,date
SOLAPUR(MS),July,2008,53250,87,815,456,MH,SOLAPUR,July-2008
SOLAPUR(MS),July,2009,136925,105,846,445,MH,SOLAPUR,July-2009
SOLAPUR(MS),July,2010,172878,138,1008,459,MH,SOLAPUR,July-2010
SOLAPUR(MS),July,2011,144004,121,1110,542,MH,SOLAPUR,July-2011
SOLAPUR(MS),July,2012,145693,102,833,434,MH,SOLAPUR,July-2012
SOLAPUR(MS),July,2013,88931,440,2543,1820,MH,SOLAPUR,July-2013
SOLAPUR(MS),July,2014,127824,274,2694,1416,MH,SOLAPUR,July-2014
SOLAPUR(MS),July,2015,152708,431,2947,1798,MH,SOLAPUR,July-2015
SOLAPUR(MS),July,2016,121740,100,1308,641,MH,SOLAPUR,July-2016
SOLAPUR(MS),August,2004,1144,50,550,350,MH,SOLAPUR,August-2004
SOLAPUR(MS),August,2005,85758,75,917,567,MH,SOLAPUR,August-2005
SOLAPUR(MS),August,2006,165129,38,548,269,MH,SOLAPUR,August-2006
SOLAPUR(MS),August,2007,34308,139,1434,757,MH,SOLAPUR,August-2007
SOLAPUR(MS),August,2008,89696,91,971,586,MH,SOLAPUR,August-2008
SOLAPUR(MS),August,2009,125910,63,906,466,MH,SOLAPUR,August-2009
SOLAPUR(MS),August,2010,157409,144,1220,566,MH,SOLAPUR,August-2010
SOLAPUR(MS),August,2011,120410,105,1412,651,MH,SOLAPUR,August-2011
SOLAPUR(MS),August,2012,133687,100,950,484,MH,SOLAPUR,August-2012
SOLAPUR(MS),August,2013,56614,970,4367,3242,MH,SOLAPUR,August-2013
SOLAPUR(MS),August,2014,100471,231,2549,1394,MH,SOLAPUR,August-2014
SOLAPUR(MS),August,2015,75726,981,5197,3520,MH,SOLAPUR,August-2015
SOLAPUR(MS),August,2016,144656,100,1139,506,MH,SOLAPUR,August-2016
SOLAPUR(MS),September,2004,5806,20,550,220,MH,SOLAPUR,September-2004
SOLAPUR(MS),September,2005,47632,60,1214,602,MH,SOLAPUR,September-2005
SOLAPUR(MS),September,2006,125749,23,593,235,MH,SOLAPUR,September-2006
SOLAPUR(MS),September,2007,73188,62,1728,646,MH,SOLAPUR,September-2007
SOLAPUR(MS),September,2008,42583,144,926,437,MH,SOLAPUR,September-2008
SOLAPUR(MS),September,2009,92099,60,1206,438,MH,SOLAPUR,September-2009
SOLAPUR(MS),September,2010,101569,154,1973,831,MH,SOLAPUR,September-2010
SOLAPUR(MS),September,2011,134400,116,1423,623,MH,SOLAPUR,September-2011
SOLAPUR(MS),September,2012,135374,100,948,433,MH,SOLAPUR,September-2012
SOLAPUR(MS),September,2013,47787,983,5256,2870,MH,SOLAPUR,September-2013
SOLAPUR(MS),September,2014,111866,113,2350,1185,MH,SOLAPUR,September-2014
SOLAPUR(MS),September,2015,148972,661,5370,2655,MH,SOLAPUR,September-2015
SOLAPUR(MS),September,2016,154940,100,1132,466,MH,SOLAPUR,September-2016
SOLAPUR(MS),October,2004,12687,20,578,220,MH,SOLAPUR,October-2004
SOLAPUR(MS),October,2005,101866,58,1407,590,MH,SOLAPUR,October-2005
SOLAPUR(MS),October,2006,29469,21,646,240,MH,SOLAPUR,October-2006
SOLAPUR(MS),October,2007,147942,165,1714,506,MH,SOLAPUR,October-2007
SOLAPUR(MS),October,2009,176513,113,2071,611,MH,SOLAPUR,October-2009
SOLAPUR(MS),October,2010,149438,149,2064,893,MH,SOLAPUR,October-2010
SOLAPUR(MS),October,2011,104053,106,1411,589,MH,SOLAPUR,October-2011
SOLAPUR(MS),October,2012,138314,102,1216,561,MH,SOLAPUR,October-2012
SOLAPUR(MS),October,2013,301570,482,5030,2232,MH,SOLAPUR,October-2013
SOLAPUR(MS),October,2014,154837,100,2390,1161,MH,SOLAPUR,October-2014
SOLAPUR(MS),October,2015,507944,209,3969,1545,MH,SOLAPUR,October-2015
SOLAPUR(MS),October,2016,286821,100,1222,516,MH,SOLAPUR,October-2016
SOLAPUR(MS),November,2004,8166,25,625,255,MH,SOLAPUR,November-2004
SOLAPUR(MS),November,2005,155831,88,1490,661,MH,SOLAPUR,November-2005
SOLAPUR(MS),November,2006,29113,24,783,285,MH,SOLAPUR,November-2006
SOLAPUR(MS),November,2007,134012,41,1203,394,MH,SOLAPUR,November-2007
SOLAPUR(MS),November,2008,26333,75,1600,763,MH,SOLAPUR,November-2008
SOLAPUR(MS),November,2009,289488,121,2297,715,MH,SOLAPUR,November-2009
SOLAPUR(MS),November,2010,252223,176,3260,1030,MH,SOLAPUR,November-2010
SOLAPUR(MS),November,2011,339597,117,1323,518,MH,SOLAPUR,November-2011
SOLAPUR(MS),November,2012,211086,100,1744,828,MH,SOLAPUR,November-2012
SOLAPUR(MS),November,2013,629141,245,4241,2068,MH,SOLAPUR,November-2013
SOLAPUR(MS),November,2014,790136,98,2096,886,MH,SOLAPUR,November-2014
SOLAPUR(MS),November,2015,653066,211,3588,1400,MH,SOLAPUR,November-2015
SOLAPUR(MS),November,2016,525301,100,1577,583,MH,SOLAPUR,November-2016
SOLAPUR(MS),December,2005,297513,53,821,429,MH,SOLAPUR,December-2005
SOLAPUR(MS),December,2006,11582,38,975,383,MH,SOLAPUR,December-2006
SOLAPUR(MS),December,2007,211943,54,958,365,MH,SOLAPUR,December-2007
SOLAPUR(MS),December,2009,457100,76,2810,795,MH,SOLAPUR,December-2009
SOLAPUR(MS),December,2010,320529,146,4833,1322,MH,SOLAPUR,December-2010
SOLAPUR(MS),December,2011,719365,100,1041,419,MH,SOLAPUR,December-2011
SOLAPUR(MS),December,2012,350548,108,1803,983,MH,SOLAPUR,December-2012
SOLAPUR(MS),December,2013,855182,161,2185,1222,MH,SOLAPUR,December-2013
SOLAPUR(MS),December,2014,962233,135,2271,1035,MH,SOLAPUR,December-2014
SOLAPUR(MS),December,2015,610943,142,2382,1069,MH,SOLAPUR,December-2015
SOLAPUR(MS),December,2016,503656,100,1337,562,MH,SOLAPUR,December-2016
SRIGANGANAGAR(RAJ),January,2017,8705,681,704,692,RJ,SRIGANGANAGAR,January-2017
SRIGANGANAGAR(RAJ),March,2015,400,1600,1600,1600,RJ,SRIGANGANAGAR,March-2015
SRIGANGANAGAR(RAJ),April,2016,16138,300,1000,751,RJ,SRIGANGANAGAR,April-2016
SRIGANGANAGAR(RAJ),May,2016,7800,548,548,548,RJ,SRIGANGANAGAR,May-2016
SRIGANGANAGAR(RAJ),June,2016,10550,569,569,569,RJ,SRIGANGANAGAR,June-2016
SRIGANGANAGAR(RAJ),July,2016,6800,641,641,641,RJ,SRIGANGANAGAR,July-2016
SRIGANGANAGAR(RAJ),August,2016,7600,669,669,669,RJ,SRIGANGANAGAR,August-2016
SRIGANGANAGAR(RAJ),September,2016,3500,675,675,675,RJ,SRIGANGANAGAR,September-2016
SRIGANGANAGAR(RAJ),October,2016,9600,618,618,618,RJ,SRIGANGANAGAR,October-2016
SRIGANGANAGAR(RAJ),November,2016,12650,914,914,914,RJ,SRIGANGANAGAR,November-2016
SRIGANGANAGAR(RAJ),December,2016,17300,686,686,686,RJ,SRIGANGANAGAR,December-2016
SRINAGAR,January,2004,6140,962,1189,1078,JK,SRINAGAR,January-2004
SRINAGAR,January,2005,21700,660,785,723,JK,SRINAGAR,January-2005
SRINAGAR,January,2006,5700,768,850,809,JK,SRINAGAR,January-2006
SRINAGAR,February,2004,5840,941,1139,1040,JK,SRINAGAR,February-2004
SRINAGAR,February,2005,3080,527,702,639,JK,SRINAGAR,February-2005
SRINAGAR,February,2006,17625,552,640,591,JK,SRINAGAR,February-2006
SRINAGAR,March,2004,4810,809,972,891,JK,SRINAGAR,March-2004
SRINAGAR,March,2006,17350,523,587,555,JK,SRINAGAR,March-2006
SRINAGAR,April,2004,5980,638,743,691,JK,SRINAGAR,April-2004
SRINAGAR,April,2006,3100,555,665,608,JK,SRINAGAR,April-2006
SRINAGAR,April,2012,400,100,451,380,JK,SRINAGAR,April-2012
SRINAGAR,May,2004,8010,588,716,652,JK,SRINAGAR,May-2004
SRINAGAR,May,2005,11750,660,736,696,JK,SRINAGAR,May-2005
SRINAGAR,May,2006,3450,580,660,620,JK,SRINAGAR,May-2006
SRINAGAR,June,2004,11320,479,603,540,JK,SRINAGAR,June-2004
SRINAGAR,June,2005,8850,483,587,535,JK,SRINAGAR,June-2005
SRINAGAR,June,2006,5400,593,652,622,JK,SRINAGAR,June-2006
SRINAGAR,June,2015,91,1000,1200,1100,JK,SRINAGAR,June-2015
SRINAGAR,July,2004,5840,500,607,554,JK,SRINAGAR,July-2004
SRINAGAR,July,2005,3220,488,588,538,JK,SRINAGAR,July-2005
SRINAGAR,August,2004,2030,635,822,728,JK,SRINAGAR,August-2004
SRINAGAR,August,2005,7500,619,725,672,JK,SRINAGAR,August-2005
SRINAGAR,August,2014,244,1400,1600,1500,JK,SRINAGAR,August-2014
SRINAGAR,September,2004,5070,715,883,799,JK,SRINAGAR,September-2004
SRINAGAR,September,2005,400,1150,1600,1375,JK,SRINAGAR,September-2005
SRINAGAR,October,2004,9430,740,871,805,JK,SRINAGAR,October-2004
SRINAGAR,November,2004,500,850,900,875,JK,SRINAGAR,November-2004
SRINAGAR,December,2004,6650,700,825,763,JK,SRINAGAR,December-2004
SRINAGAR,December,2005,4000,888,1065,976,JK,SRINAGAR,December-2005
SRINIVASAPUR (KNT),January,2017,110,400,1333,867,KT,SRINIVASAPUR ,January-2017
SRINIVASPUR (KNT),October,2016,70,500,1000,665,KT,SRINIVASPUR ,October-2016
SRIRAMPUR(MS),March,2016,11365,200,975,575,MH,SRIRAMPUR,March-2016
SRIRAMPUR(MS),May,2016,10677,100,850,500,MH,SRIRAMPUR,May-2016
SRIRAMPUR(MS),June,2015,742,300,2150,1650,MH,SRIRAMPUR,June-2015
SRIRAMPUR(MS),July,2016,1766,200,875,650,MH,SRIRAMPUR,July-2016
SRIRAMPUR(MS),August,2016,32411,150,900,650,MH,SRIRAMPUR,August-2016
SRIRAMPUR(MS),September,2016,2217,200,800,650,MH,SRIRAMPUR,September-2016
SRIRAMPUR(MS),October,2015,932,1250,4200,3300,MH,SRIRAMPUR,October-2015
SRIRAMPUR(MS),December,2016,4507,100,950,650,MH,SRIRAMPUR,December-2016
SURAT(GUJ),January,2004,29800,791,964,879,GJ,SURAT,January-2004
SURAT(GUJ),January,2005,39770,263,400,331,GJ,SURAT,January-2005
SURAT(GUJ),January,2006,34250,260,415,339,GJ,SURAT,January-2006
SURAT(GUJ),January,2007,35400,747,1093,920,GJ,SURAT,January-2007
SURAT(GUJ),January,2008,59900,228,456,340,GJ,SURAT,January-2008
SURAT(GUJ),January,2009,20400,1056,1460,1257,GJ,SURAT,January-2009
SURAT(GUJ),January,2010,40280,875,1628,1235,GJ,SURAT,January-2010
SURAT(GUJ),January,2011,26825,761,3124,1942,GJ,SURAT,January-2011
SURAT(GUJ),January,2012,55850,379,562,474,GJ,SURAT,January-2012
SURAT(GUJ),January,2013,33800,1355,1573,1463,GJ,SURAT,January-2013
SURAT(GUJ),January,2014,28400,976,1350,1164,GJ,SURAT,January-2014
SURAT(GUJ),January,2015,21500,1190,1777,1483,GJ,SURAT,January-2015
SURAT(GUJ),January,2016,31700,943,1562,1252,GJ,SURAT,January-2016
SURAT(GUJ),February,2004,19000,615,827,721,GJ,SURAT,February-2004
SURAT(GUJ),February,2005,38800,229,374,299,GJ,SURAT,February-2005
SURAT(GUJ),February,2006,41450,235,331,287,GJ,SURAT,February-2006
SURAT(GUJ),February,2007,27650,936,1239,1088,GJ,SURAT,February-2007
SURAT(GUJ),February,2008,55800,222,433,328,GJ,SURAT,February-2008
SURAT(GUJ),February,2009,25870,923,1266,1096,GJ,SURAT,February-2009
SURAT(GUJ),February,2010,31130,942,1404,1173,GJ,SURAT,February-2010
SURAT(GUJ),February,2011,22250,779,1258,1019,GJ,SURAT,February-2011
SURAT(GUJ),February,2012,39000,325,489,405,GJ,SURAT,February-2012
SURAT(GUJ),February,2013,37000,1487,1739,1613,GJ,SURAT,February-2013
SURAT(GUJ),February,2014,22300,675,969,817,GJ,SURAT,February-2014
SURAT(GUJ),February,2015,27900,1239,1761,1500,GJ,SURAT,February-2015
SURAT(GUJ),February,2016,33650,683,1260,971,GJ,SURAT,February-2016
SURAT(GUJ),March,2004,21440,441,586,513,GJ,SURAT,March-2004
SURAT(GUJ),March,2005,21900,200,353,276,GJ,SURAT,March-2005
SURAT(GUJ),March,2006,43500,206,305,257,GJ,SURAT,March-2006
SURAT(GUJ),March,2007,20550,556,811,683,GJ,SURAT,March-2007
SURAT(GUJ),March,2008,13100,238,469,341,GJ,SURAT,March-2008
SURAT(GUJ),March,2009,43600,583,850,716,GJ,SURAT,March-2009
SURAT(GUJ),March,2010,51900,500,857,679,GJ,SURAT,March-2010
SURAT(GUJ),March,2011,29620,482,597,539,GJ,SURAT,March-2011
SURAT(GUJ),March,2012,25200,367,558,469,GJ,SURAT,March-2012
SURAT(GUJ),March,2013,30900,950,1170,1062,GJ,SURAT,March-2013
SURAT(GUJ),March,2014,31300,804,1063,934,GJ,SURAT,March-2014
SURAT(GUJ),March,2015,29100,1170,1683,1426,GJ,SURAT,March-2015
SURAT(GUJ),March,2016,22100,683,1103,893,GJ,SURAT,March-2016
SURAT(GUJ),April,2004,22990,286,383,335,GJ,SURAT,April-2004
SURAT(GUJ),April,2005,25200,196,338,265,GJ,SURAT,April-2005
SURAT(GUJ),April,2006,26550,215,363,287,GJ,SURAT,April-2006
SURAT(GUJ),April,2007,30900,360,600,480,GJ,SURAT,April-2007
SURAT(GUJ),April,2008,23700,236,443,339,GJ,SURAT,April-2008
SURAT(GUJ),April,2009,16200,392,600,496,GJ,SURAT,April-2009
SURAT(GUJ),April,2010,70650,323,673,498,GJ,SURAT,April-2010
SURAT(GUJ),April,2011,30950,436,586,513,GJ,SURAT,April-2011
SURAT(GUJ),April,2012,50340,369,533,452,GJ,SURAT,April-2012
SURAT(GUJ),April,2013,42900,742,942,842,GJ,SURAT,April-2013
SURAT(GUJ),April,2014,7520,750,1025,888,GJ,SURAT,April-2014
SURAT(GUJ),April,2015,24800,809,1378,1094,GJ,SURAT,April-2015
SURAT(GUJ),April,2016,31700,600,975,788,GJ,SURAT,April-2016
SURAT(GUJ),May,2004,22530,317,406,361,GJ,SURAT,May-2004
SURAT(GUJ),May,2005,18500,206,322,263,GJ,SURAT,May-2005
SURAT(GUJ),May,2006,9100,220,325,261,GJ,SURAT,May-2006
SURAT(GUJ),May,2007,32350,363,580,472,GJ,SURAT,May-2007
SURAT(GUJ),May,2008,26900,217,375,296,GJ,SURAT,May-2008
SURAT(GUJ),May,2009,43900,364,575,467,GJ,SURAT,May-2009
SURAT(GUJ),May,2010,66400,373,650,511,GJ,SURAT,May-2010
SURAT(GUJ),May,2011,49500,486,700,590,GJ,SURAT,May-2011
SURAT(GUJ),May,2012,45150,340,502,421,GJ,SURAT,May-2012
SURAT(GUJ),May,2013,67850,612,906,759,GJ,SURAT,May-2013
SURAT(GUJ),May,2014,34800,776,1224,992,GJ,SURAT,May-2014
SURAT(GUJ),May,2015,30200,1086,1592,1339,GJ,SURAT,May-2015
SURAT(GUJ),May,2016,33500,536,973,755,GJ,SURAT,May-2016
SURAT(GUJ),June,2004,31102,350,479,414,GJ,SURAT,June-2004
SURAT(GUJ),June,2005,42875,204,370,289,GJ,SURAT,June-2005
SURAT(GUJ),June,2006,26950,220,383,295,GJ,SURAT,June-2006
SURAT(GUJ),June,2007,33300,633,878,755,GJ,SURAT,June-2007
SURAT(GUJ),June,2008,57300,273,442,353,GJ,SURAT,June-2008
SURAT(GUJ),June,2009,56900,414,750,581,GJ,SURAT,June-2009
SURAT(GUJ),June,2010,61350,432,703,562,GJ,SURAT,June-2010
SURAT(GUJ),June,2011,55470,506,719,614,GJ,SURAT,June-2011
SURAT(GUJ),June,2012,45750,356,518,437,GJ,SURAT,June-2012
SURAT(GUJ),June,2013,39000,1144,1418,1284,GJ,SURAT,June-2013
SURAT(GUJ),June,2014,31100,1210,1523,1365,GJ,SURAT,June-2014
SURAT(GUJ),June,2015,29600,1387,1987,1687,GJ,SURAT,June-2015
SURAT(GUJ),June,2016,31250,552,1004,776,GJ,SURAT,June-2016
SURAT(GUJ),July,2004,27565,305,430,368,GJ,SURAT,July-2004
SURAT(GUJ),July,2005,23700,305,461,383,GJ,SURAT,July-2005
SURAT(GUJ),July,2006,9600,220,360,290,GJ,SURAT,July-2006
SURAT(GUJ),July,2007,26680,717,987,858,GJ,SURAT,July-2007
SURAT(GUJ),July,2008,31700,519,738,628,GJ,SURAT,July-2008
SURAT(GUJ),July,2009,41600,392,714,557,GJ,SURAT,July-2009
SURAT(GUJ),July,2010,60750,483,749,616,GJ,SURAT,July-2010
SURAT(GUJ),July,2011,46450,659,850,755,GJ,SURAT,July-2011
SURAT(GUJ),July,2012,34850,492,612,552,GJ,SURAT,July-2012
SURAT(GUJ),July,2013,53650,1977,2262,2115,GJ,SURAT,July-2013
SURAT(GUJ),July,2014,32000,1773,2310,2043,GJ,SURAT,July-2014
SURAT(GUJ),July,2015,26200,1755,2434,2097,GJ,SURAT,July-2015
SURAT(GUJ),July,2016,35100,720,1120,904,GJ,SURAT,July-2016
SURAT(GUJ),August,2004,12050,378,483,428,GJ,SURAT,August-2004
SURAT(GUJ),August,2005,28700,500,691,595,GJ,SURAT,August-2005
SURAT(GUJ),August,2006,8600,260,440,350,GJ,SURAT,August-2006
SURAT(GUJ),August,2007,11780,1068,1338,1215,GJ,SURAT,August-2007
SURAT(GUJ),August,2008,15400,609,873,750,GJ,SURAT,August-2008
SURAT(GUJ),August,2009,16100,514,786,654,GJ,SURAT,August-2009
SURAT(GUJ),August,2010,41200,641,949,801,GJ,SURAT,August-2010
SURAT(GUJ),August,2011,24850,897,1093,997,GJ,SURAT,August-2011
SURAT(GUJ),August,2012,35200,600,697,649,GJ,SURAT,August-2012
SURAT(GUJ),August,2013,23000,2927,3983,3455,GJ,SURAT,August-2013
SURAT(GUJ),August,2014,23300,1373,1910,1638,GJ,SURAT,August-2014
SURAT(GUJ),August,2015,22400,3313,4315,3900,GJ,SURAT,August-2015
SURAT(GUJ),August,2016,28500,544,1022,783,GJ,SURAT,August-2016
SURAT(GUJ),September,2004,39930,354,504,429,GJ,SURAT,September-2004
SURAT(GUJ),September,2005,11800,769,1048,909,GJ,SURAT,September-2005
SURAT(GUJ),September,2006,25500,289,429,359,GJ,SURAT,September-2006
SURAT(GUJ),September,2007,9150,1365,1675,1518,GJ,SURAT,September-2007
SURAT(GUJ),September,2008,23020,581,778,675,GJ,SURAT,September-2008
SURAT(GUJ),September,2009,48000,488,765,625,GJ,SURAT,September-2009
SURAT(GUJ),September,2010,32500,1024,1453,1240,GJ,SURAT,September-2010
SURAT(GUJ),September,2011,25850,956,1206,1081,GJ,SURAT,September-2011
SURAT(GUJ),September,2012,41200,493,665,574,GJ,SURAT,September-2012
SURAT(GUJ),September,2013,9400,3344,5031,4188,GJ,SURAT,September-2013
SURAT(GUJ),September,2014,22700,1188,1813,1500,GJ,SURAT,September-2014
SURAT(GUJ),September,2015,21200,3800,5100,4450,GJ,SURAT,September-2015
SURAT(GUJ),September,2016,14600,522,967,744,GJ,SURAT,September-2016
SURAT(GUJ),October,2004,31580,412,613,513,GJ,SURAT,October-2004
SURAT(GUJ),October,2005,12800,847,1365,1107,GJ,SURAT,October-2005
SURAT(GUJ),October,2006,12150,317,496,405,GJ,SURAT,October-2006
SURAT(GUJ),October,2007,7300,788,1800,1294,GJ,SURAT,October-2007
SURAT(GUJ),October,2008,17050,575,825,692,GJ,SURAT,October-2008
SURAT(GUJ),October,2009,42300,965,1599,1278,GJ,SURAT,October-2009
SURAT(GUJ),October,2010,16750,1222,1714,1468,GJ,SURAT,October-2010
SURAT(GUJ),October,2011,21800,805,1018,911,GJ,SURAT,October-2011
SURAT(GUJ),October,2012,41350,626,812,719,GJ,SURAT,October-2012
SURAT(GUJ),October,2013,20400,3018,5286,4152,GJ,SURAT,October-2013
SURAT(GUJ),October,2014,20700,1167,1730,1448,GJ,SURAT,October-2014
SURAT(GUJ),October,2015,38800,1950,3838,2894,GJ,SURAT,October-2015
SURAT(GUJ),October,2016,29130,445,936,686,GJ,SURAT,October-2016
SURAT(GUJ),November,2004,30980,268,495,381,GJ,SURAT,November-2004
SURAT(GUJ),November,2005,11720,841,1323,1082,GJ,SURAT,November-2005
SURAT(GUJ),November,2006,22450,322,667,500,GJ,SURAT,November-2006
SURAT(GUJ),November,2007,33050,538,1123,817,GJ,SURAT,November-2007
SURAT(GUJ),November,2008,21110,828,1177,1002,GJ,SURAT,November-2008
SURAT(GUJ),November,2009,43000,923,1775,1349,GJ,SURAT,November-2009
SURAT(GUJ),November,2010,22230,1144,2500,1822,GJ,SURAT,November-2010
SURAT(GUJ),November,2011,31400,573,931,752,GJ,SURAT,November-2011
SURAT(GUJ),November,2012,18500,835,1210,1023,GJ,SURAT,November-2012
SURAT(GUJ),November,2013,18100,2712,4481,3596,GJ,SURAT,November-2013
SURAT(GUJ),November,2014,28400,1220,1970,1595,GJ,SURAT,November-2014
SURAT(GUJ),November,2015,31400,1767,3300,2533,GJ,SURAT,November-2015
SURAT(GUJ),December,2004,30550,272,456,362,GJ,SURAT,December-2004
SURAT(GUJ),December,2005,30350,476,700,588,GJ,SURAT,December-2005
SURAT(GUJ),December,2006,27530,450,827,639,GJ,SURAT,December-2006
SURAT(GUJ),December,2007,38500,413,654,534,GJ,SURAT,December-2007
SURAT(GUJ),December,2008,5900,663,1088,875,GJ,SURAT,December-2008
SURAT(GUJ),December,2009,36080,733,1702,1217,GJ,SURAT,December-2009
SURAT(GUJ),December,2010,26500,1276,3539,2408,GJ,SURAT,December-2010
SURAT(GUJ),December,2011,51800,470,815,643,GJ,SURAT,December-2011
SURAT(GUJ),December,2012,38100,1036,1425,1231,GJ,SURAT,December-2012
SURAT(GUJ),December,2013,14400,1300,2175,1738,GJ,SURAT,December-2013
SURAT(GUJ),December,2014,30000,1382,1984,1683,GJ,SURAT,December-2014
SURAT(GUJ),December,2015,42700,1197,1811,1496,GJ,SURAT,December-2015
TIPHRA (CHATT),January,2017,5635,1069,1243,1159,CH,TIPHRA ,January-2017
TIPHRA (CHATT),August,2016,2245,875,1069,975,CH,TIPHRA ,August-2016
TIPHRA (CHATT),September,2016,2080,829,1014,921,CH,TIPHRA ,September-2016
TIPHRA (CHATT),October,2016,3795,875,1125,1029,CH,TIPHRA ,October-2016
TIPHRA (CHATT),November,2016,5912,747,947,850,CH,TIPHRA ,November-2016
TIPHRA (CHATT),December,2016,8070,754,957,864,CH,TIPHRA ,December-2016
TRIVENDRUM,January,2005,5820,640,791,717,KR,TRIVENDRUM,January-2005
TRIVENDRUM,January,2006,630,680,753,710,KR,TRIVENDRUM,January-2006
TRIVENDRUM,January,2007,540,1483,1530,1508,KR,TRIVENDRUM,January-2007
TRIVENDRUM,January,2008,480,1033,1183,1108,KR,TRIVENDRUM,January-2008
TRIVENDRUM,February,2005,2520,580,713,680,KR,TRIVENDRUM,February-2005
TRIVENDRUM,February,2006,3590,703,804,741,KR,TRIVENDRUM,February-2006
TRIVENDRUM,February,2007,600,1367,1417,1392,KR,TRIVENDRUM,February-2007
TRIVENDRUM,February,2008,200,700,750,725,KR,TRIVENDRUM,February-2008
TRIVENDRUM,February,2009,100,1400,1450,1425,KR,TRIVENDRUM,February-2009
TRIVENDRUM,March,2005,500,630,680,655,KR,TRIVENDRUM,March-2005
TRIVENDRUM,March,2006,1910,476,540,507,KR,TRIVENDRUM,March-2006
TRIVENDRUM,March,2007,950,820,870,845,KR,TRIVENDRUM,March-2007
TRIVENDRUM,March,2008,500,700,750,725,KR,TRIVENDRUM,March-2008
TRIVENDRUM,April,2005,500,530,580,565,KR,TRIVENDRUM,April-2005
TRIVENDRUM,April,2006,1670,560,643,605,KR,TRIVENDRUM,April-2006
TRIVENDRUM,April,2007,150,900,950,925,KR,TRIVENDRUM,April-2007
TRIVENDRUM,April,2008,500,700,750,725,KR,TRIVENDRUM,April-2008
TRIVENDRUM,April,2013,4750,1546,1733,1644,KR,TRIVENDRUM,April-2013
TRIVENDRUM,May,2005,4350,537,656,595,KR,TRIVENDRUM,May-2005
TRIVENDRUM,May,2006,1100,363,438,395,KR,TRIVENDRUM,May-2006
TRIVENDRUM,May,2007,800,850,900,875,KR,TRIVENDRUM,May-2007
TRIVENDRUM,May,2008,620,700,750,725,KR,TRIVENDRUM,May-2008
TRIVENDRUM,May,2013,6000,1458,1619,1538,KR,TRIVENDRUM,May-2013
TRIVENDRUM,June,2005,1000,525,583,548,KR,TRIVENDRUM,June-2005
TRIVENDRUM,June,2006,350,360,410,385,KR,TRIVENDRUM,June-2006
TRIVENDRUM,June,2007,890,1100,1180,1140,KR,TRIVENDRUM,June-2007
TRIVENDRUM,June,2013,3160,1915,2200,2061,KR,TRIVENDRUM,June-2013
TRIVENDRUM,July,2005,650,600,725,662,KR,TRIVENDRUM,July-2005
TRIVENDRUM,July,2006,890,560,613,585,KR,TRIVENDRUM,July-2006
TRIVENDRUM,July,2007,695,1270,1330,1300,KR,TRIVENDRUM,July-2007
TRIVENDRUM,July,2008,200,1100,1150,1125,KR,TRIVENDRUM,July-2008
TRIVENDRUM,July,2013,1590,2017,2283,2142,KR,TRIVENDRUM,July-2013
TRIVENDRUM,July,2015,350,3400,3800,3600,KR,TRIVENDRUM,July-2015
TRIVENDRUM,August,2005,3030,782,831,806,KR,TRIVENDRUM,August-2005
TRIVENDRUM,August,2006,1130,661,773,711,KR,TRIVENDRUM,August-2006
TRIVENDRUM,August,2007,590,1142,1242,1192,KR,TRIVENDRUM,August-2007
TRIVENDRUM,August,2008,620,1067,1167,1118,KR,TRIVENDRUM,August-2008
TRIVENDRUM,August,2015,50,4400,5200,4600,KR,TRIVENDRUM,August-2015
TRIVENDRUM,September,2005,300,1450,1550,1450,KR,TRIVENDRUM,September-2005
TRIVENDRUM,September,2006,790,679,743,714,KR,TRIVENDRUM,September-2006
TRIVENDRUM,September,2007,300,1800,1850,1825,KR,TRIVENDRUM,September-2007
TRIVENDRUM,September,2008,550,1167,1217,1192,KR,TRIVENDRUM,September-2008
TRIVENDRUM,October,2005,480,1400,1500,1400,KR,TRIVENDRUM,October-2005
TRIVENDRUM,October,2006,520,720,780,750,KR,TRIVENDRUM,October-2006
TRIVENDRUM,October,2008,690,1033,1133,1083,KR,TRIVENDRUM,October-2008
TRIVENDRUM,October,2010,150,2000,2050,2025,KR,TRIVENDRUM,October-2010
TRIVENDRUM,October,2013,280,6000,6800,6400,KR,TRIVENDRUM,October-2013
TRIVENDRUM,November,2005,1440,1544,1624,1554,KR,TRIVENDRUM,November-2005
TRIVENDRUM,November,2006,620,860,910,885,KR,TRIVENDRUM,November-2006
TRIVENDRUM,November,2007,100,1500,1550,1525,KR,TRIVENDRUM,November-2007
TRIVENDRUM,November,2008,100,1600,1650,1625,KR,TRIVENDRUM,November-2008
TRIVENDRUM,November,2010,100,2000,2050,2025,KR,TRIVENDRUM,November-2010
TRIVENDRUM,December,2005,1100,824,943,892,KR,TRIVENDRUM,December-2005
TRIVENDRUM,December,2006,810,1060,1110,1085,KR,TRIVENDRUM,December-2006
TRIVENDRUM,December,2007,990,1325,1425,1375,KR,TRIVENDRUM,December-2007
UDAIPUR(RAJ),January,2010,579,250,1175,875,RJ,UDAIPUR,January-2010
UDAIPUR(RAJ),January,2011,6288,1124,2883,2023,RJ,UDAIPUR,January-2011
UDAIPUR(RAJ),January,2012,7664,207,493,350,RJ,UDAIPUR,January-2012
UDAIPUR(RAJ),January,2013,8487,361,1325,875,RJ,UDAIPUR,January-2013
